event_id,start_year,end_year,date_display,era,event_name,event_kind,region_culture,location,peoples_factions,named_figures,historical_summary,possible_gameplay_hooks,likely_household_effects,severity_1_to_5,date_precision,canon_status,source_url_1,source_url_2,research_notes,event_category,game_scope,affected_systems,implementation_priority,research_confidence,research_pass
GENS-HIST-0049,-45,-45,45 BC,Late Republic,Battle of Munda,Civil War / Battle,Iberian,"Munda, Hispania",Caesarians; Pompeian remnants,Julius Caesar; Gnaeus Pompeius,Caesar's victory largely ended organized Pompeian resistance.,Local reprisals; veteran grants; new patrons.,Land; security; politics,4,exact,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/04/eusi.html,,,Conflict & Security,Local / Regional,Politics & Patronage; Military & Security; Settlement & Demographics; Construction & Estates,High,High,v1
GENS-HIST-0050,-44,-44,44 BC,Late Republic,Assassination of Julius Caesar,Political Assassination,Roman,Rome,Liberatores; Caesarian faction,Julius Caesar; Brutus; Cassius,"Caesar was assassinated on the Ides of March, reopening civil war.",Succession shock; patron death; wills; street violence.,Patronage; inheritance; security,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,,,Politics & Government,Imperial / Urban,Politics & Patronage; Legal & Court; Military & Security,Critical,High,repo
GENS-HIST-0051,-43,-43,27 November 43 BC,Late Republic,Lex Titia legally creates the Second Triumvirate,Law / Constitutional Regime,Roman,Rome,Octavian; Antony; Lepidus; Senate and assemblies,Octavian; Mark Antony; Lepidus,The Lex Titia formally granted the triumvirs extraordinary powers for five years to reorder the state.,New regime oath; legal authority changes; proscription risk; office appointments reset.,Politics; legal status; property; patronage,5,exact,research_addition,https://www.livius.org/articles/concept/second-triumvirate/,,,Politics & Government,Imperial / Urban,Politics & Patronage; Legal & Court; Construction & Estates,Critical,Medium,v4
GENS-HIST-0052,-43,-43,43 BC,Late Republic,Second Triumvirate and proscriptions,Political Regime / Purge,Roman,Rome and Italy,Octavian; Antony; Lepidus; opponents,Octavian; Mark Antony; Lepidus; Cicero,The legally constituted triumvirate launched proscriptions against enemies.,Asset seizure; bounty; protection; political loyalty.,Property; heirs; life risk,5,exact,research_addition,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,,,Politics & Government,Imperial / Urban,Politics & Patronage; Legal & Court; Construction & Estates,Critical,High,v1
GENS-HIST-0053,-42,-42,42 BC,Late Republic,Battle of Philippi,Civil War / Battle,Roman,Philippi,Triumvirs; Liberatores,Octavian; Mark Antony; Brutus; Cassius,The triumviral armies defeated Caesar's assassins.,Faction victory; veteran settlements; confiscations in Italy.,Land; patronage; political safety,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,,,Conflict & Security,Regional,Politics & Patronage; Legal & Court; Military & Security; Settlement & Demographics; Construction & Estates,Critical,High,repo
GENS-HIST-0054,-40,-40,40 BC,Late Republic,Parthian invasion overruns Syria and Judaea,War / Invasion,Parthian / Syrian / Judaean,Syria and Judaea,Parthia; Roman eastern provinces; local factions,Pacorus I; Quintus Labienus; Antigonus II,Parthian forces and Roman defector Labienus overran much of Syria and intervened decisively in Judaean politics.,Foreign occupation; client-ruler switch; tax collectors replaced; caravan-route danger; elite hostages.,Security; trade; taxation; political loyalty,5,exact,research_addition,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0064%3Aentry%3Dsyria-geo,https://resources.metmuseum.org/resources/metpublications/pdf/The_World_between_Empires_Art_and_Identity_in_the_Ancient_Middle_East.pdf,,Conflict & Security,Regional,Politics & Patronage; Economy & Finance; Military & Security; Travel & Trade Routes,Critical,High,v3
GENS-HIST-0055,-40,-40,40 BC,Late Republic,Treaty of Brundisium partitions triumviral spheres,Diplomacy / Political Settlement,Roman,Brundisium,Octavian faction; Antony faction; Lepidus,Octavian; Mark Antony; Octavia,"Octavian and Antony reconciled temporarily and divided spheres of responsibility, reinforced by Antony's marriage to Octavia.",Faction truce; marriage diplomacy; provincial command change; veteran uncertainty eases.,Politics; diplomacy; patronage; security,4,exact,research_addition,https://www.livius.org/articles/concept/second-triumvirate/,,,Politics & Government,Regional,Politics & Patronage; Military & Security; Settlement & Demographics,High,Medium,v4
GENS-HIST-0056,-39,-39,39 BC,Late Republic,Pact of Misenum temporarily reconciles Sextus Pompey with triumvirs,Diplomacy / Grain Security,Roman / Sicilian,Misenum and western Mediterranean,Triumvirs; Sextus Pompey; shipping interests,Sextus Pompey; Octavian; Mark Antony,The pact temporarily recognized Sextus Pompey's position and eased his naval blockade threatening Italy's grain supply.,Grain ships resume; exile returns; political prisoner amnesty; naval truce.,Food prices; shipping; politics; migration,4,exact,research_addition,https://www.livius.org/articles/person/sextus-pompeius/,,,Economy & Trade,Regional,Politics & Patronage; Economy & Finance; Military & Security; Settlement & Demographics; Travel & Trade Routes,High,Medium,v4
GENS-HIST-0057,-37,-37,37 BC,Late Republic,Herod captures Jerusalem and becomes Roman client king,Succession / Client Kingdom,Judaean,Jerusalem and Judaea,Herodian dynasty; Rome; Hasmonean faction,Herod the Great; Mark Antony,"With Roman military backing, Herod captured Jerusalem and secured rule as Rome's client king in Judaea.",New client court; loyalty oath; property restoration/confiscation; patronage opening.,Politics; taxes; local law; patronage,4,exact,research_addition,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0064%3Aentry%3Dsyria-geo,https://resources.metmuseum.org/resources/metpublications/pdf/The_World_between_Empires_Art_and_Identity_in_the_Ancient_Middle_East.pdf,,Politics & Government,Regional,Politics & Patronage; Economy & Finance; Legal & Court; Construction & Estates,High,High,v3
GENS-HIST-0058,-37,-36,37–36 BC,Late Republic,Antony's Parthian campaign fails,War / Expedition,Roman / Parthian,"Armenia, Media Atropatene and Mesopotamian approaches",Mark Antony's army; Parthia; Armenian kingdom,Mark Antony; Phraates IV; Artavasdes II,Antony's large eastern expedition suffered severe losses after supply and siege failures.,Emergency levies; lost relatives in army; requisitioned pack animals; eastern trade uncertainty.,Manpower; taxes; trade; military prestige,4,range,research_addition,https://resources.metmuseum.org/resources/metpublications/pdf/The_World_between_Empires_Art_and_Identity_in_the_Ancient_Middle_East.pdf,,,Conflict & Security,Regional,Economy & Finance; Military & Security,High,High,v3
GENS-HIST-0059,-36,-36,36 BC,Late Republic,Battle of Naulochus,Civil War / Naval,Roman,Sicily,Octavian/Agrippa; Sextus Pompey,Marcus Agrippa; Sextus Pompey,Agrippa's naval victory ended Sextus Pompey's control of Sicily and grain disruption.,Grain supply normalizes; naval prestige; confiscations.,Food price; shipping; politics,4,exact,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/05/eust.html,,,Conflict & Security,Regional,Politics & Patronage; Economy & Finance; Legal & Court; Military & Security; Travel & Trade Routes,High,High,v1
GENS-HIST-0060,-36,-36,36 BC,Late Republic,Lepidus stripped of triumviral power after Sicily campaign,Political Regime Change,Roman,Sicily and Italy,Octavian faction; Lepidus's army,Octavian; Lepidus,"After the defeat of Sextus Pompey, Octavian neutralized Lepidus and removed him from effective political power.",Patron faction abruptly collapses; soldiers reassigned; estates and offices reconsidered.,Politics; military loyalty; patronage,4,exact,research_addition,https://www.livius.org/articles/concept/second-triumvirate/,,,Politics & Government,Regional,Politics & Patronage; Military & Security,High,Medium,v4
GENS-HIST-0061,-31,-31,31 BC,Late Republic,Battle of Actium,Civil War / Naval,Roman / Egyptian,"Actium, Greece",Octavian; Antony; Cleopatra,Octavian; Mark Antony; Cleopatra VII,Octavian defeated Antony and Cleopatra in the decisive naval battle of the final Republican civil war.,Faction choice resolves; naval losses; eastern elite realignment.,Trade; patronage; political safety,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,https://www.livius.org/sources/content/livy/livy-periochae-131-135/,,Conflict & Security,Regional,Politics & Patronage; Economy & Finance; Military & Security,Critical,High,repo
GENS-HIST-0062,-30,-30,30 BC,Late Republic,Annexation of Egypt and deaths of Antony and Cleopatra,Succession / Annexation,Egyptian,Alexandria,Rome; Ptolemaic Egypt,Octavian; Mark Antony; Cleopatra VII,Octavian took Alexandria and Egypt became a Roman possession.,Grain administration; elite confiscation; Egyptian prestige goods flow to Rome.,Grain; taxes; luxury trade,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,https://82nd-and-fifth.metmuseum.org/toah/ht/04/afe.html,,Politics & Government,Regional,Politics & Patronage; Economy & Finance; Legal & Court,Critical,High,repo
GENS-HIST-0063,-29,-19,29–19 BC,Late Republic,Cantabrian Wars,War / Expansion,Iberian,Northern Hispania,Rome; Cantabri; Astures,Augustus; Agrippa,Rome completed the conquest of the remaining independent regions of Hispania.,Mining access; veterans; frontier violence; forced resettlement.,Land; metals; recruitment; security,4,range,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,https://82nd-and-fifth.metmuseum.org/toah/ht/04/eusi.html,,Conflict & Security,Local / Regional,Military & Security; Settlement & Demographics; Construction & Estates,High,High,repo
GENS-HIST-0064,-27,-27,27 BC,Early Principate,Octavian becomes Augustus; Principate begins,Imperial Succession / Constitutional,Roman,Rome,Augustan regime; Senate,Augustus,The constitutional settlement of 27 BC formalized Augustus's preeminence and the Principate.,New imperial patronage; provincial administration changes; regime loyalty.,Offices; taxes; status,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,,,Politics & Government,Imperial / Urban,Politics & Patronage; Economy & Finance,Critical,High,repo
GENS-HIST-0065,-26,-25,26–25 BC,Early Principate,Aelius Gallus's expedition into Arabia Felix,War / Expedition,Arabian / Egyptian,Red Sea and southern Arabia,Roman Egypt; Nabataean allies; South Arabian kingdoms,Aelius Gallus,"The Roman expedition toward southern Arabia failed after difficult logistics, disease, and environmental stress.",Red Sea supply contracts; camel requisition; sickness among troops; caravan intelligence.,Trade; manpower; health; military supply,4,range,research_addition,https://academic.oup.com/edited-volume/61673/chapter-abstract/548070004,,,Conflict & Security,Regional,Economy & Finance; Military & Security; Disease & Public Health; Travel & Trade Routes,High,High,v3
GENS-HIST-0066,-25,-25,25 BC,Early Principate,Emerita Augusta founded for Cantabrian War veterans,Colony / Veteran Settlement,Iberian / Roman,"Emerita Augusta (Mérida), Lusitania",Roman veterans; Lusitanian communities,Publius Carisius; Augustus,"A major veteran colony was founded on the Guadiana for discharged soldiers of Legions V Alaudae and X Gemina, becoming a key administrative center in Lusitania.",Veteran land grant; new colonial market; road/bridge demand; local land-title conflict.,Land; migration; commerce; veteran patronage,4,exact,research_addition,https://www.cambridge.org/core/journals/journal-of-roman-studies/article/abs/shaping-the-rural-environment-surveyors-in-ancient-rome/394E34E5DBA68A71A2A972E42127745D,,,Infrastructure & Settlement,Regional,Politics & Patronage; Economy & Finance; Settlement & Demographics; Travel & Trade Routes; Construction & Estates,High,High,v5
GENS-HIST-0067,-25,-25,25 BC,Early Principate,Galatia annexed as a Roman province,Administration / Expansion,Galatian / Anatolian,Galatia,Rome; Galatians,Augustus,Galatia became a Roman province after the death of its client king.,New tax and legal regime; roads; elite Romanization.,Tax; trade; office access,3,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-content.md,https://82nd-and-fifth.metmuseum.org/toah/ht/05/waa.html,,Politics & Government,Regional,Politics & Patronage; Economy & Finance; Legal & Court; Travel & Trade Routes,Medium,High,repo
GENS-HIST-0068,-23,-23,23 BC,Early Principate,Second Augustan Settlement reshapes imperial powers,Law / Constitutional Settlement,Roman,Rome,Augustus; Senate; magistrates,Augustus,"Augustus relinquished the annual consulship and received tribunician power and enhanced imperium, refining the Principate's constitutional form.",Office hierarchy update; Senate relationship changes; new patronage rules.,Politics; offices; legal administration; prestige,5,exact,research_addition,https://www.cambridge.org/core/books/abs/cambridge-ancient-history/augustus-power-authority-achievement/BA8F3DD47E2E21D1D52FDC431768F29C,,,Law & Legal Status,Imperial / Urban,Politics & Patronage; Legal & Court; Settlement & Demographics,Critical,Medium,v4
